,Year,Ori_Code,Ori_State,Ori_GDP,Ori_Population,Dest_Code,Dest_State,Dest_GDP,Dest_Population,Category_Code,Category,Value
97,2012,IN,Indiana,4087.65,6537703,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),2.58
98,2012,OH,Ohio,3762.89,11548923,ID,Idaho,3444.54,1595324,1,Animals & fish (live),2.6
99,2012,CA,California,34377.93,37948800,NJ,New Jersey,824.36,8844942,1,Animals & fish (live),2.63
100,2012,MO,Missouri,3341.06,6024367,KY,Kentucky,2112.13,4386346,1,Animals & fish (live),2.7
101,2012,CA,California,34377.93,37948800,KY,Kentucky,2112.13,4386346,1,Animals & fish (live),2.73
102,2012,MD,Maryland,1043.96,5886992,WI,Wisconsin,4945.86,5719960,1,Animals & fish (live),2.75
103,2012,NV,Nevada,294.82,2743996,MS,Mississippi,1902.13,2983816,1,Animals & fish (live),2.77
104,2012,CA,California,34377.93,37948800,AZ,Arizona,1903.86,6554978,1,Animals & fish (live),2.78
105,2012,CA,California,34377.93,37948800,GA,Georgia,4205.78,9901430,1,Animals & fish (live),2.8
106,2012,MO,Missouri,3341.06,6024367,PA,Pennsylvania,3704.98,12767118,1,Animals & fish (live),2.86
107,2012,NC,North Carolina,4602.34,9749476,ME,Maine,828.62,1327729,1,Animals & fish (live),2.89
108,2012,MO,Missouri,3341.06,6024367,NJ,New Jersey,824.36,8844942,1,Animals & fish (live),2.93
109,2012,NC,North Carolina,4602.34,9749476,PA,Pennsylvania,3704.98,12767118,1,Animals & fish (live),3.02
110,2012,NC,North Carolina,4602.34,9749476,NY,New York,2872.87,19572932,1,Animals & fish (live),3.07
111,2012,KY,Kentucky,2112.13,4386346,WV,West Virginia,264.57,1856872,1,Animals & fish (live),3.09
112,2012,TN,Tennessee,1356.58,6453898,SC,South Carolina,1188.08,4717354,1,Animals & fish (live),3.33
113,2012,NC,North Carolina,4602.34,9749476,LA,Louisiana,2101.69,4600972,1,Animals & fish (live),3.55
114,2012,NY,New York,2872.87,19572932,OH,Ohio,3762.89,11548923,1,Animals & fish (live),3.56
115,2012,NY,New York,2872.87,19572932,WV,West Virginia,264.57,1856872,1,Animals & fish (live),3.56
116,2012,RI,Rhode Island,102.54,1054621,CT,Connecticut,409.33,3594547,1,Animals & fish (live),3.57
117,2012,WV,West Virginia,264.57,1856872,MD,Maryland,1043.96,5886992,1,Animals & fish (live),3.59
118,2012,MO,Missouri,3341.06,6024367,FL,Florida,6682.81,19297822,1,Animals & fish (live),3.66
119,2012,WV,West Virginia,264.57,1856872,DE,Delaware,417,915179,1,Animals & fish (live),3.66
120,2012,RI,Rhode Island,102.54,1054621,MA,Massachusetts,1009.57,6663005,1,Animals & fish (live),3.7
121,2012,TX,Texas,8217.54,26084481,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),3.75
122,2012,CA,California,34377.93,37948800,MD,Maryland,1043.96,5886992,1,Animals & fish (live),4.12
123,2012,DC,,0.44,,MD,Maryland,1043.96,5886992,1,Animals & fish (live),4.14
124,2012,OK,Oklahoma,3057.46,3818814,IA,Iowa,10520.48,3076190,1,Animals & fish (live),4.14
125,2012,CA,California,34377.93,37948800,OR,Oregon,3690.43,3899001,1,Animals & fish (live),4.15
126,2012,GA,Georgia,4205.78,9901430,MS,Mississippi,1902.13,2983816,1,Animals & fish (live),4.17
127,2012,IL,Illinois,5911.13,12882510,KY,Kentucky,2112.13,4386346,1,Animals & fish (live),4.24
128,2012,FL,Florida,6682.81,19297822,SC,South Carolina,1188.08,4717354,1,Animals & fish (live),4.27
129,2012,CA,California,34377.93,37948800,ID,Idaho,3444.54,1595324,1,Animals & fish (live),4.35
130,2012,PA,Pennsylvania,3704.98,12767118,CT,Connecticut,409.33,3594547,1,Animals & fish (live),4.51
131,2012,VA,Virginia,1680.19,8185080,NJ,New Jersey,824.36,8844942,1,Animals & fish (live),4.52
132,2012,GA,Georgia,4205.78,9901430,IN,Indiana,4087.65,6537703,1,Animals & fish (live),4.58
133,2012,IA,Iowa,10520.48,3076190,KS,Kansas,5402.17,2885257,1,Animals & fish (live),4.72
134,2012,IA,Iowa,10520.48,3076190,MO,Missouri,3341.06,6024367,1,Animals & fish (live),4.72
135,2012,CT,Connecticut,409.33,3594547,RI,Rhode Island,102.54,1054621,1,Animals & fish (live),4.84
136,2012,IL,Illinois,5911.13,12882510,NC,North Carolina,4602.34,9749476,1,Animals & fish (live),4.84
137,2012,WI,Wisconsin,4945.86,5719960,MI,Michigan,3286.13,9897145,1,Animals & fish (live),4.87
138,2012,MO,Missouri,3341.06,6024367,NY,New York,2872.87,19572932,1,Animals & fish (live),4.9
139,2012,CA,California,34377.93,37948800,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),4.94
140,2012,TN,Tennessee,1356.58,6453898,MO,Missouri,3341.06,6024367,1,Animals & fish (live),5
141,2012,NJ,New Jersey,824.36,8844942,MD,Maryland,1043.96,5886992,1,Animals & fish (live),5.08
142,2012,NC,North Carolina,4602.34,9749476,IA,Iowa,10520.48,3076190,1,Animals & fish (live),5.12
143,2012,MN,Minnesota,8746.51,5376643,OH,Ohio,3762.89,11548923,1,Animals & fish (live),5.16
144,2012,VA,Virginia,1680.19,8185080,SC,South Carolina,1188.08,4717354,1,Animals & fish (live),5.19
145,2012,CA,California,34377.93,37948800,MN,Minnesota,8746.51,5376643,1,Animals & fish (live),5.21
146,2012,NC,North Carolina,4602.34,9749476,OH,Ohio,3762.89,11548923,1,Animals & fish (live),5.22
147,2012,RI,Rhode Island,102.54,1054621,NY,New York,2872.87,19572932,1,Animals & fish (live),5.24
148,2012,WV,West Virginia,264.57,1856872,OK,Oklahoma,3057.46,3818814,1,Animals & fish (live),5.25
149,2012,WI,Wisconsin,4945.86,5719960,IN,Indiana,4087.65,6537703,1,Animals & fish (live),5.38
150,2012,CA,California,34377.93,37948800,UT,Utah,718.31,2853375,1,Animals & fish (live),5.42
151,2012,WY,Wyoming,562.37,576305,MT,Montana,1834.38,1003783,1,Animals & fish (live),5.53
152,2012,VA,Virginia,1680.19,8185080,DE,Delaware,417,915179,1,Animals & fish (live),5.6
153,2012,CA,California,34377.93,37948800,CO,Colorado,2559.74,5192647,1,Animals & fish (live),5.67
154,2012,CA,California,34377.93,37948800,MI,Michigan,3286.13,9897145,1,Animals & fish (live),5.67
155,2012,CA,California,34377.93,37948800,FL,Florida,6682.81,19297822,1,Animals & fish (live),5.7
156,2012,VA,Virginia,1680.19,8185080,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),5.83
157,2012,VA,Virginia,1680.19,8185080,OH,Ohio,3762.89,11548923,1,Animals & fish (live),5.84
158,2012,MO,Missouri,3341.06,6024367,IN,Indiana,4087.65,6537703,1,Animals & fish (live),5.94
159,2012,AL,Alabama,1802.17,4815588,OK,Oklahoma,3057.46,3818814,1,Animals & fish (live),5.95
160,2012,PA,Pennsylvania,3704.98,12767118,KS,Kansas,5402.17,2885257,1,Animals & fish (live),6.08
161,2012,CA,California,34377.93,37948800,KS,Kansas,5402.17,2885257,1,Animals & fish (live),6.15
162,2012,DC,,0.44,,VA,Virginia,1680.19,8185080,1,Animals & fish (live),6.21
163,2012,WV,West Virginia,264.57,1856872,IL,Illinois,5911.13,12882510,1,Animals & fish (live),6.32
164,2012,CA,California,34377.93,37948800,OK,Oklahoma,3057.46,3818814,1,Animals & fish (live),6.56
165,2012,IL,Illinois,5911.13,12882510,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),6.57
166,2012,GA,Georgia,4205.78,9901430,FL,Florida,6682.81,19297822,1,Animals & fish (live),6.97
167,2012,NV,Nevada,294.82,2743996,OR,Oregon,3690.43,3899001,1,Animals & fish (live),6.97
168,2012,MI,Michigan,3286.13,9897145,WI,Wisconsin,4945.86,5719960,1,Animals & fish (live),7.19
169,2012,TN,Tennessee,1356.58,6453898,AR,Arkansas,2573.44,2952164,1,Animals & fish (live),7.21
170,2012,GA,Georgia,4205.78,9901430,VA,Virginia,1680.19,8185080,1,Animals & fish (live),7.41
171,2012,CA,California,34377.93,37948800,MO,Missouri,3341.06,6024367,1,Animals & fish (live),7.45
172,2012,CA,California,34377.93,37948800,NC,North Carolina,4602.34,9749476,1,Animals & fish (live),7.52
173,2012,GA,Georgia,4205.78,9901430,CO,Colorado,2559.74,5192647,1,Animals & fish (live),7.62
174,2012,MA,Massachusetts,1009.57,6663005,ME,Maine,828.62,1327729,1,Animals & fish (live),7.65
175,2012,GA,Georgia,4205.78,9901430,MD,Maryland,1043.96,5886992,1,Animals & fish (live),7.99
176,2012,NH,New Hampshire,221.86,1324232,RI,Rhode Island,102.54,1054621,1,Animals & fish (live),8.11
177,2012,LA,Louisiana,2101.69,4600972,FL,Florida,6682.81,19297822,1,Animals & fish (live),8.19
178,2012,MA,Massachusetts,1009.57,6663005,VT,Vermont,445.75,626090,1,Animals & fish (live),8.44
179,2012,CA,California,34377.93,37948800,PA,Pennsylvania,3704.98,12767118,1,Animals & fish (live),8.5
180,2012,OK,Oklahoma,3057.46,3818814,MO,Missouri,3341.06,6024367,1,Animals & fish (live),8.64
181,2012,IL,Illinois,5911.13,12882510,MO,Missouri,3341.06,6024367,1,Animals & fish (live),9.01
182,2012,IN,Indiana,4087.65,6537703,WI,Wisconsin,4945.86,5719960,1,Animals & fish (live),9.14
183,2012,AR,Arkansas,2573.44,2952164,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),9.17
184,2012,UT,Utah,718.31,2853375,TX,Texas,8217.54,26084481,1,Animals & fish (live),9.19
185,2012,MA,Massachusetts,1009.57,6663005,NY,New York,2872.87,19572932,1,Animals & fish (live),9.23
186,2012,AL,Alabama,1802.17,4815588,NC,North Carolina,4602.34,9749476,1,Animals & fish (live),9.29
187,2012,MD,Maryland,1043.96,5886992,OH,Ohio,3762.89,11548923,1,Animals & fish (live),9.39
188,2012,ID,Idaho,3444.54,1595324,UT,Utah,718.31,2853375,1,Animals & fish (live),9.41
189,2012,AR,Arkansas,2573.44,2952164,KS,Kansas,5402.17,2885257,1,Animals & fish (live),9.55
190,2012,MD,Maryland,1043.96,5886992,MI,Michigan,3286.13,9897145,1,Animals & fish (live),9.55
191,2012,VA,Virginia,1680.19,8185080,KY,Kentucky,2112.13,4386346,1,Animals & fish (live),9.7
192,2012,VA,Virginia,1680.19,8185080,DC,,0.44,,1,Animals & fish (live),9.98
193,2012,PA,Pennsylvania,3704.98,12767118,DC,,0.44,,1,Animals & fish (live),10.04
194,2012,OH,Ohio,3762.89,11548923,NY,New York,2872.87,19572932,1,Animals & fish (live),10.1
195,2012,NC,North Carolina,4602.34,9749476,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),10.22
196,2012,TN,Tennessee,1356.58,6453898,VA,Virginia,1680.19,8185080,1,Animals & fish (live),10.26
197,2012,CO,Colorado,2559.74,5192647,NM,New Mexico,1416.47,2087309,1,Animals & fish (live),10.65
198,2012,WV,West Virginia,264.57,1856872,KS,Kansas,5402.17,2885257,1,Animals & fish (live),10.87
199,2012,CA,California,34377.93,37948800,MA,Massachusetts,1009.57,6663005,1,Animals & fish (live),11.07
200,2012,AZ,Arizona,1903.86,6554978,NV,Nevada,294.82,2743996,1,Animals & fish (live),11.1
201,2012,NJ,New Jersey,824.36,8844942,CT,Connecticut,409.33,3594547,1,Animals & fish (live),11.35
202,2012,GA,Georgia,4205.78,9901430,LA,Louisiana,2101.69,4600972,1,Animals & fish (live),11.55
203,2012,CA,California,34377.93,37948800,IL,Illinois,5911.13,12882510,1,Animals & fish (live),11.74
204,2012,AR,Arkansas,2573.44,2952164,OK,Oklahoma,3057.46,3818814,1,Animals & fish (live),11.88
205,2012,MA,Massachusetts,1009.57,6663005,NH,New Hampshire,221.86,1324232,1,Animals & fish (live),11.97
206,2012,GA,Georgia,4205.78,9901430,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),12.05
207,2012,NH,New Hampshire,221.86,1324232,CT,Connecticut,409.33,3594547,1,Animals & fish (live),12.1
208,2012,MA,Massachusetts,1009.57,6663005,RI,Rhode Island,102.54,1054621,1,Animals & fish (live),12.77
209,2012,WV,West Virginia,264.57,1856872,KY,Kentucky,2112.13,4386346,1,Animals & fish (live),13.46
210,2012,OH,Ohio,3762.89,11548923,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),13.78
211,2012,KY,Kentucky,2112.13,4386346,VA,Virginia,1680.19,8185080,1,Animals & fish (live),13.93
212,2012,AR,Arkansas,2573.44,2952164,MO,Missouri,3341.06,6024367,1,Animals & fish (live),14.06
213,2012,TX,Texas,8217.54,26084481,KS,Kansas,5402.17,2885257,1,Animals & fish (live),14.69
214,2012,WI,Wisconsin,4945.86,5719960,MN,Minnesota,8746.51,5376643,1,Animals & fish (live),15.76
215,2012,NY,New York,2872.87,19572932,MD,Maryland,1043.96,5886992,1,Animals & fish (live),16.06
216,2012,MI,Michigan,3286.13,9897145,OH,Ohio,3762.89,11548923,1,Animals & fish (live),16.21
217,2012,GA,Georgia,4205.78,9901430,OK,Oklahoma,3057.46,3818814,1,Animals & fish (live),16.23
218,2012,NC,North Carolina,4602.34,9749476,IN,Indiana,4087.65,6537703,1,Animals & fish (live),16.7
219,2012,KY,Kentucky,2112.13,4386346,GA,Georgia,4205.78,9901430,1,Animals & fish (live),17.25
220,2012,CA,California,34377.93,37948800,TX,Texas,8217.54,26084481,1,Animals & fish (live),17.39
221,2012,UT,Utah,718.31,2853375,ID,Idaho,3444.54,1595324,1,Animals & fish (live),17.77
222,2012,WV,West Virginia,264.57,1856872,TN,Tennessee,1356.58,6453898,1,Animals & fish (live),17.89
223,2012,NY,New York,2872.87,19572932,DE,Delaware,417,915179,1,Animals & fish (live),17.91
224,2012,FL,Florida,6682.81,19297822,KS,Kansas,5402.17,2885257,1,Animals & fish (live),18.1
225,2012,IL,Illinois,5911.13,12882510,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),18.15
226,2012,AR,Arkansas,2573.44,2952164,LA,Louisiana,2101.69,4600972,1,Animals & fish (live),18.24
227,2012,TN,Tennessee,1356.58,6453898,TX,Texas,8217.54,26084481,1,Animals & fish (live),18.44
228,2012,GA,Georgia,4205.78,9901430,TX,Texas,8217.54,26084481,1,Animals & fish (live),18.58
229,2012,MS,Mississippi,1902.13,2983816,TX,Texas,8217.54,26084481,1,Animals & fish (live),18.63
230,2012,NY,New York,2872.87,19572932,NH,New Hampshire,221.86,1324232,1,Animals & fish (live),18.86
231,2012,NY,New York,2872.87,19572932,RI,Rhode Island,102.54,1054621,1,Animals & fish (live),18.86
232,2012,NY,New York,2872.87,19572932,VT,Vermont,445.75,626090,1,Animals & fish (live),18.86
233,2012,MT,Montana,1834.38,1003783,IA,Iowa,10520.48,3076190,1,Animals & fish (live),19.09
234,2012,NY,New York,2872.87,19572932,MA,Massachusetts,1009.57,6663005,1,Animals & fish (live),19.75
235,2012,NH,New Hampshire,221.86,1324232,MA,Massachusetts,1009.57,6663005,1,Animals & fish (live),19.95
236,2012,UT,Utah,718.31,2853375,AZ,Arizona,1903.86,6554978,1,Animals & fish (live),20.07
237,2012,MD,Maryland,1043.96,5886992,DC,,0.44,,1,Animals & fish (live),20.55
238,2012,AZ,Arizona,1903.86,6554978,NM,New Mexico,1416.47,2087309,1,Animals & fish (live),21.74
239,2012,AZ,Arizona,1903.86,6554978,UT,Utah,718.31,2853375,1,Animals & fish (live),22.07
240,2012,FL,Florida,6682.81,19297822,LA,Louisiana,2101.69,4600972,1,Animals & fish (live),22.09
241,2012,UT,Utah,718.31,2853375,CA,California,34377.93,37948800,1,Animals & fish (live),22.24
242,2012,OK,Oklahoma,3057.46,3818814,AR,Arkansas,2573.44,2952164,1,Animals & fish (live),22.39
243,2012,PA,Pennsylvania,3704.98,12767118,DE,Delaware,417,915179,1,Animals & fish (live),23.06
244,2012,TN,Tennessee,1356.58,6453898,MS,Mississippi,1902.13,2983816,1,Animals & fish (live),23.57
245,2012,WV,West Virginia,264.57,1856872,OH,Ohio,3762.89,11548923,1,Animals & fish (live),23.88
246,2012,NE,Nebraska,7575.09,1853303,MO,Missouri,3341.06,6024367,1,Animals & fish (live),23.94
247,2012,KY,Kentucky,2112.13,4386346,AL,Alabama,1802.17,4815588,1,Animals & fish (live),24.35
248,2012,MS,Mississippi,1902.13,2983816,NE,Nebraska,7575.09,1853303,1,Animals & fish (live),24.68
249,2012,AL,Alabama,1802.17,4815588,FL,Florida,6682.81,19297822,1,Animals & fish (live),24.96
250,2012,KS,Kansas,5402.17,2885257,MS,Mississippi,1902.13,2983816,1,Animals & fish (live),25.49
251,2012,CT,Connecticut,409.33,3594547,MA,Massachusetts,1009.57,6663005,1,Animals & fish (live),26
252,2012,KY,Kentucky,2112.13,4386346,KS,Kansas,5402.17,2885257,1,Animals & fish (live),26.05
253,2012,CA,California,34377.93,37948800,OH,Ohio,3762.89,11548923,1,Animals & fish (live),26.37
254,2012,WI,Wisconsin,4945.86,5719960,IA,Iowa,10520.48,3076190,1,Animals & fish (live),26.68
255,2012,MA,Massachusetts,1009.57,6663005,CT,Connecticut,409.33,3594547,1,Animals & fish (live),26.79
256,2012,IL,Illinois,5911.13,12882510,WI,Wisconsin,4945.86,5719960,1,Animals & fish (live),27.02
257,2012,MD,Maryland,1043.96,5886992,WV,West Virginia,264.57,1856872,1,Animals & fish (live),27.17
